Hugo_Symbol	Chromosome
FRAT1	10q24.1
FRAT2	10q24.1
FRAXA	Xq27.3
FRAXB	Xp22.31
FRAXC	Xq22.1
FRAXD	Xq27.2
FRAXE	Xq28
FRAXF	Xq28
FRCL1	6
FRDA2	9p23-p11
FREM1	9p22.3
FREM2	13q13.3
FREM2-AS1	13q13.3
FREM3	4q31.21
FRG1	4q35.2
FRG1-DT	4q35.2
FRG1BP	20q11.1
FRG1CP	20q11.1
FRG1DP	20q11.1
FRG1EP	20q11.1
FRG1FP	22p11.2
FRG1GP	22p11.2
FRG1HP	9p11.2
FRG1JP	9q13
FRG1KP	9q21.11
FRG2	4q35.2
FRG2B	10q26.3
FRG2C	3p12.3
FRG2DP	16p11.1
FRG2EP	20q11.1
FRG2FP	3q29
FRG2GP	16p11.1
FRG2HP	16p11.1
FRG2IP	16p11.1
FRG2JP	16p11.2
FRG2KP	16p11.2
FRG2LP	18p11.21
FRG2MP	21q11.2
FRGCA	21q22.3
FRK	6q22.1
FRMD1	6q27
FRMD3	9q21.32
FRMD4A	10p13
FRMD4B	3p14.1
FRMD5	15q15.3
FRMD6	14q22.1
FRMD6-AS1	14q22.1
FRMD6-AS2	14q22.1
FRMD7	Xq26.2
FRMD8	11q13.1
FRMD8P1	Xq12
FRMPD1	9p13.2
FRMPD2	10q11.22
FRMPD2B	10q11.22
FRMPD2P2	10q11.21
FRMPD3	Xq22.3
FRMPD3-AS1	Xq22.3
FRMPD4	Xp22.2
FRMPD4-AS1	Xp22.2
FRRS1	1p21.2
FRRS1L	9q31.3
FRS2	12q15
FRS3	6p21.1
FRV1	
FRV2	
FRV3	
FRY	13q13.1
FRY-AS1	13q13.1
FRYL	4p11
FRZB	2q32.1
FSBP	8q22.1
FSCB	14q21.2
FSCN1	7p22.1
FSCN1P1	15q14
FSCN2	17q25.3
FSCN3	7q32.1
FSD1	19p13.3
FSD1CL	9q31
FSD1L	9q31.2
FSD2	15q25.2
FSGS1	19q13
FSGS2	11q21-q22
FSHB	11p14.1
FSHD	
FSHMD1A	4q35
FSHMD1B	reserved
FSHR	2p16.3
FSIP1	15q14
FSIP2	2q32.1
FSIP2-AS1	2q32.1
FSIP2-AS2	2q32.1
FSP	reserved
FST	5q11.2
FSTL1	3q13.33
FSTL3	19p13.3
FSTL4	5q31.1
FSTL5	4q32.2
FTCD	21q22.3
FTCD-AS1	21q22.3
FTCDNL1	2q33.1
FTF	
FTH1	11q12.3
FTH1P1	1p34.3
FTH1P2	1q42.13
FTH1P3	2p23.3
FTH1P4	3q21.3
FTH1P5	6p12.3
FTH1P6	2p16.2
FTH1P7	13q12.12
FTH1P8	Xq28
FTH1P9	5q14.2
FTH1P10	5p15.1
FTH1P11	8q21.13
FTH1P12	9p22.3
FTH1P13	14q23.3
FTH1P14	Xp21.1
FTH1P15	6p12.1
FTH1P16	11q14.1
FTH1P19	Xp21.1
FTH1P20	2q31.3
FTH1P21	4q32.1
FTH1P22	1p13.1
FTH1P23	3p13
FTH1P24	4q31.1
FTH1P25	1q25.3
FTH1P26	6q23.2
FTH1P27	Xp21.1
FTH2	
FTHL6	
FTHL14	17
FTHL17	Xp21.2
FTHL18	Xp21.1
FTHP3	reserved
FTL	19q13.33
FTLP1	20q13.12
FTLP2	Xp21.2
FTLP3	20p13
FTLP4	9p21.1
FTLP5	19p13.3
FTLP6	11q13.2
FTLP7	11q23.3
FTLP8	13q32.2
FTLP9	4q21.1
FTLP10	4q13.2
FTLP11	15q13.1
FTLP12	17p11.2
FTLP13	17p11.2
FTLP14	16q22.1
FTLP15	7p12.3
FTLP16	Xp11.4
FTLP17	1p21.1
FTLP18	1p34.3
FTLP19	10p13
FTMT	5q23.1
FTNB	
FTO	16q12.2
FTO-IT1	16q12.2
FTOP1	2p21
FTSJ1	Xp11.23
FTSJ3	17q23.3
FTX	Xq13.2
FTZF1	
FUBP1	1p31.1
FUBP3	9q34.11-q34.12
FUCA1	1p36.11
FUCA1P1	2q31.1
FUCA2	6q24.2
FUNDC1	Xp11.3
FUNDC2	Xq28
FUNDC2P1	5q13.2
FUNDC2P2	2p11.2
FUNDC2P3	6q24.3
FUNDC2P4	22q13.1
FUOM	10q26.3
FUR	
FURIN	15q26.1
FUS	16p11.2
FUSE	10
FUSIP2	reserved
FUT1	19q13.33
FUT2	19q13.33
FUT3	19p13.3
FUT4	11q21
FUT5	19p13.3
FUT6	19p13.3
FUT7	9q34.3
FUT8	14q23.3
FUT8-AS1	14q23.3
FUT9	6q16.1
FUT10	8p12
FUT11	10q22.2
FUZ	19q13.33
FXN	9q21.11
FXNP1	14q24.3
FXNP2	9q33.3
FXR1	3q26.33
FXR2	17p13.1
FXYD1	19q13.12
FXYD2	11q23.3
FXYD3	19q13.12
FXYD4	10q11.21
FXYD5	19q13.12
FXYD6	11q23.3
FXYD6-FXYD2	11q23.3
FXYD6P1	10q11.21
FXYD6P2	10p11.1
FXYD6P3	Xq13.2
FXYD7	19q13.12
FYB1	5p13.1
FYB2	1p32.2
FYCO1	3p21.31
FYN	6q21
FYTTD1	3q29
FYTTD1P1	9q31.1
FZD1	7q21.13
FZD2	17q21.31
FZD3	8p21.1
FZD4	11q14.2
FZD4-DT	11q14.2
FZD5	2q33.3
FZD6	8q22.3
FZD7	2q33.1
FZD8	10p11.21
FZD9	7q11.23
FZD10	12q24.33
FZD10-AS1	12q24.33
FZR1	19p13.3
G1P1	
G2E3	14q12
G2E3-AS1	14q12
G3BP1	5q33.1
G3BP1P1	2q21.3
G3BP2	4q21.1
G6PC	17q21.31
G6PC2	2q31.1
G6PC3	17q21.31
G6PD	Xq28
G6PDL	17
G6PR	reserved
G6PT	
G6PT2	11q23.3-q24.2
G6PT3	reserved
G7P1	7q22-q32
G10P1	
G10P2	
G13P1	
G17P1	
GAA	17q25.3
GAB1	4q31.21
GAB2	11q14.1
GAB3	Xq28
GAB4	22q11.1
GABARAP	17p13.1
GABARAPL1	12p13.2
GABARAPL1-AS1	12p13.2
GABARAPL2	16q23.1
GABARAPL3	15q26.1
GABBR1	6p22.1
GABBR2	9q22.33
GABPA	21q21.3
GABPAP	7q11.21
GABPB1	15q21.2
GABPB1-AS1	15q21.2
GABPB1-IT1	15q21.2
GABPB2	1q21.3
GABRA1	5q34
GABRA2	4p12
GABRA3	Xq28
GABRA4	4p12
GABRA5	15q12
GABRA6	5q34
GABRB1	4p12
GABRB2	5q34
GABRB3	15q12
GABRD	1p36.33
GABRE	Xq28
GABRG1	4p12
GABRG2	5q34
GABRG3	15q12
GABRG3-AS1	15q12
GABRP	5q35.1
GABRQ	Xq28
GABRR1	6q15
GABRR2	6q15
GABRR3	3q11.2
GACAT1	2q12.3
GACAT2	18p11.22
GACAT3	2p24.3
GAD1	2q31.1
GAD2	10p12.1
GAD3	
GADD45A	1p31.3
GADD45AP1	12q21.32
GADD45B	19p13.3
GADD45G	9q22.2
GADD45GIP1	19p13.13
GADL1	3p24.1-p23
GAGE1	Xp11.23
GAGE2A	Xp11.23
GAGE2B	Xp11.23 not on reference assembly
GAGE2C	Xp11.23 not on reference assembly
GAGE2D	Xp11.23 not on reference assembly
GAGE2E	Xp11.23
GAGE3	Xp11.23 not on reference assembly
GAGE4	Xp11.4-p11.2 not on reference assembly
GAGE5	Xp11.4-p11.2 not on reference assembly
GAGE6	Xp11.4-p11.2 not on reference assembly
GAGE7	Xp11.4-p11.2 not on reference assembly
GAGE8	Xp11 not on reference assembly
GAGE10	Xp11.23
GAGE12B	Xp11.23
GAGE12C	Xp11.23
GAGE12D	Xp11.23
GAGE12E	Xp11.23
GAGE12F	Xp11.23
GAGE12G	Xp11.23
GAGE12H	Xp11.23
GAGE12I	Xp11.23 not on reference assembly
GAGE12J	Xp11.23
GAGE13	Xp11.23
GAGEC2	reserved
GAGED4	Xp11.21-p11.22
GAK	4p16.3
GAL	11q13.2
GAL3ST1	22q12.2
GAL3ST2	2q37.3
GAL3ST3	11q13.1
GAL3ST4	7q22.1
GALC	14q31.3
GALE	1p36.11
GALK1	17q25.1
GALK2	15q21.1-q21.2
GALM	2p22.1
GALN	
GALNR	
GALNS	16q24.3
GALNT1	18q12.2
GALNT2	1q42.13
GALNT3	2q24.3
GALNT4	12q21.33
GALNT5	2q24.1
GALNT6	12q13.13
GALNT7	4q34.1
GALNT8	12p13.32
GALNT9	12q24.33
GALNT10	5q33.2
GALNT11	7q36.1
GALNT12	9q22.33
GALNT13	2q23.3-q24.1
GALNT14	2p23.1
GALNT15	3p25.1
GALNT16	14q24.1
GALNT17	7q11.22
GALNT18	11p15.4
GALNTL5	7q36.1
GALNTL6	4q34.1
GALNTL6-AS1	4q34.1
GALP	19q13.43
GALR1	18q23
GALR2	17q25.1
GALR3	22q13.1
GALT	9p13.3
GAMT	19p13.3
GAMTP1	2q37.1
GAMTP2	13q13.2
GAN	16q23.2
GANAB	11q12.3
GANC	15q15.1
GAP43	3q13.31
GAPDH	12p13.31
GAPDHL2	Xp11.4
GAPDHL5	6q14.2
GAPDHP1	Xp11.4
GAPDHP2	20p12.1
GAPDHP14	21q21.3
GAPDHP15	6p11.2
GAPDHP16	21q11.2
GAPDHP17	Yq11.223
GAPDHP18	Yq11.223
GAPDHP19	Yq11.222
GAPDHP20	1p35.1
GAPDHP21	10q21.1
GAPDHP22	13q32.3
GAPDHP23	1p12
GAPDHP24	1q41
GAPDHP25	2p22.2
GAPDHP26	9q31.1
GAPDHP27	1p12
GAPDHP28	10q23.32
GAPDHP29	1p21.3
GAPDHP30	8q22.1
GAPDHP31	12p13.31
GAPDHP32	1p12
GAPDHP33	1p12
GAPDHP34	13q13.3
GAPDHP35	16p12.1
GAPDHP36	3q26.33
GAPDHP37	22q13.2
GAPDHP38	19q13.32
GAPDHP39	3q22.3
GAPDHP40	5q33.3
GAPDHP41	6q11.1
GAPDHP42	6q13
GAPDHP43	15q15.3
GAPDHP44	12q14.2
GAPDHP45	10p13
GAPDHP46	1p22.1
GAPDHP47	3q24
GAPDHP48	2p25.3
GAPDHP49	2q36.1
GAPDHP50	3p11.1
GAPDHP51	1p32.3
GAPDHP52	13q12.11
GAPDHP53	20p11.21
GAPDHP54	20q13.12
GAPDHP55	15q15.3
GAPDHP56	4q28.3
GAPDHP57	2p12
GAPDHP58	1p12
GAPDHP59	2q32.1
GAPDHP60	4q22.1
GAPDHP61	15q22.31
GAPDHP62	8q22.3
GAPDHP63	6q14.1
GAPDHP64	1p13.1
GAPDHP65	Xp11.3
GAPDHP66	18p11.31
GAPDHP67	Xq26.3
GAPDHP68	7p21.3
GAPDHP69	13q12.3
GAPDHP70	11q14.2
GAPDHP71	5q35.2
GAPDHP72	6q27
GAPDHP73	6q23.3
GAPDHP74	1p12
GAPDHP75	1q31.1
GAPDHP76	19p13.2
GAPDHP77	Xq22.3
GAPDHS	19q13.12
GAPDL5	
GAPLINC	18p11.31
GAPT	5q11.2
GAPVD1	9q33.3
GAR1	4q25
GAREM1	18q12.1
GAREM2	2p23.3
GARNL3	9q33.3
GARRE1	19q13.11
GARS1	7p14.3
GARS1-DT	7p14.3
GARS1P1	17q22
GART	21q22.11
GAS1	9q21.33
GAS1RR	9q21.33
GAS2	11p14.3
GAS2L1	22q12.2
GAS2L1P1	9p13.1
GAS2L1P2	9q22.33
GAS2L2	17q12
GAS2L3	12q23.1
GAS5	1q25.1
GAS5-AS1	1q25.1
GAS6	13q34
GAS6-AS1	13q34
GAS6-DT	13q34
GAS7	17p13.1
GAS8	16q24.3
GAS8-AS1	16q24.3
GASAL1	8q22.3
GASK1A	3p22.1
GASK1B	4q32.1
GAST	17q21.2
GATA1	Xp11.23
GATA2	3q21.3
GATA2-AS1	3q21.3
GATA3	10p14
GATA3-AS1	10p14
GATA4	8p23.1
GATA5	20q13.33
GATA6	18q11.2
GATA6-AS1	18q11.2
GATAD1	7q21.2
GATAD2A	19p13.11
GATAD2B	1q21.3
GATB	4q31.3
GATC	12q24.31
GATD1	11p15.5
GATD3A	21q22.3
GATD3B	21p12
GATM	15q21.1
GATM-AS1	15q21.1
GATSL1	7q11.23
GAU1	12p13.32
GAX	
GBA	1q22
GBA2	9p13.3
GBA3	4p15.2
GBAP1	1q22
GBD2	1p36.21
GBD3	1p34.3
GBE1	3p12.2
GBF1	10q24.32
GBGT1	9q34.2
GBP1	1p22.2
GBP1P1	1p22.2
GBP2	1p22.2
GBP3	1p22.2
GBP4	1p22.2
GBP5	1p22.2
GBP6	1p22.2
GBP7	1p22.2
GBX1	7q36.1
GBX2	2q37.2
GC	4q13.3
GCA	2q24.2
GCASPC	6q25.3
GCAT	22q13.1
GCATP1	14q23.2
GCC1	7q32.1
GCC2	2q12.3
GCC2-AS1	2q12.3
GCDH	19p13.13
GCF1	7
GCFC2	2p12
GCG	2q24.2
GCGR	17q25.3
GCH1	14q22.2
GCHFR	15q15.1
GCK	7p13
GCKR	2p23.3
GCLC	6p12.1
GCLM	1p22.1
GCM1	6p12.1
GCM2	6p24.2
GCN1	12q24.23
GCNA	Xq13.1
GCNAP1	12p13.31
GCNF	
GCNT1	9q21.13
GCNT1P1	20p11.23
GCNT1P2	5p14.3
GCNT1P3	3q28
GCNT1P4	6q12
GCNT1P5	7q11.23
GCNT2	6p24.3-p24.2
GCNT2P1	6p24.2
GCNT3	15q22.2
GCNT4	5q13.3
GCNT5	6
GCNT7	20q13.31
GCOM1	15q21.3
GCOM2	4q13.2
GCP	
GCPS	
GCSAM	3q13.2
GCSAML	1q44
GCSAML-AS1	1q44
GCSH	16q23.2
GCSHP1	5p13.1
GCSHP2	14q32.32
GCSHP3	2q33.3
GCSHP4	12p13.31
GCSHP5	1q24.2
GCSIR	2q37.1
GCSL	reserved
GCTG	7pter-p14
GCUD1	
GCY	Yq11
GDA	9q21.13
GDAP1	8q21.11
GDAP1L1	20q13.12
GDAP2	1p12
GDE1	16p12.3
GDF1	19p13.11
GDF2	10q11.22
GDF3	12p13.31
GDF4	reserved
GDF5	20q11.22
GDF5-AS1	20q11.22
GDF6	8q22.1
GDF7	2p24.1
GDF9	5q31.1
GDF10	10q11.22
GDF11	12q13.2
GDF15	19p13.11
GDH	1pter-p36.13
GDI1	Xq28
GDI2	10p15.1
GDI2P1	7p12.3
GDI2P2	1p31.1
GDIA1	
GDIA2	
GDID4	
GDNF	5p13.2
GDNF-AS1	5p13.2
GDNFRA	
GDPD1	17q22
GDPD2	Xq13.1
GDPD3	16p11.2
GDPD4	11q13.5
GDPD5	11q13.4-q13.5
GDPGP1	15q26.1
GEM	8q22.1
GEMIN2	14q21.1
GEMIN2P1	1q21.3
GEMIN2P2	3p22.1
GEMIN4	17p13.3
GEMIN5	5q33.2
GEMIN6	2p22.1
GEMIN7	19q13.32
GEMIN7-AS1	19q13.32
GEMIN7P1	Xp11.4
GEMIN8	Xp22.2
GEMIN8P1	15q23
GEMIN8P2	16q21
GEMIN8P3	Xq21.2
GEMIN8P4	1p22.2
GEN1	2p24.2
GET1	21q22.2
GET1-SH3BGR	21q22.2
GET3	19p13.13
GET4	7p22.3
GFAP	17q21.31
GFER	16p13.3
GFI1	1p22.1
GFI1B	9q34.13
GFI2	reserved
GFM1	3q25.32
GFM2	5q13.3
GFOD1	6p24.1-p23
GFOD1-AS1	6p23
GFOD2	16q22.1
GFPT	
GFPT1	2p13.3
GFPT2	5q35.3
GFRA1	10q25.3
GFRA2	8p21.3
GFRA3	5q31.2
GFRA4	20p13
GFRAL	6p12.1
GFRP1	
GFUS	8q24.3
GFY	19q13.33
GGA1	22q13.1
GGA2	16p12.2
GGA3	17q25.1
GGACT	13q32.3
GGCT	7p14.3
GGCTP1	5q15
GGCTP2	20p11.23
GGCTP3	2p16.3
GGCX	2p11.2
GGH	8q12.3
GGN	19q13.2
GGNBP1	6p21.31
GGNBP2	17q12
GGPS1	1q42.3
GGT1	22q11.23
GGT2	22q11.21
GGT3P	22q11.21
GGT4P	13q11
GGT5	22q11.23
GGT6	17p13.2
GGT7	20q11.22
GGT8P	2p11.2
GGTA1	9q33.2
GGTA2P	12q14.3
GGTB1	
GGTB2	
GGTL1	18
GGTL2	19
GGTL5	20
GGTLA3	20
GGTLC1	20p11.21
GGTLC2	22q11.22
GGTLC3	22q11.21
GGTLC4P	22q11.23
GGTLC5P	22q11.21
GH1	17q23.3
GH2	17q23.3
GHDC	17q21.2
GHET1	7q36.1
GHITM	10q23.1
GHR	5p13.1-p12
GHRF	
GHRH	20q11.23
GHRHR	7p14.3
GHRL	3p25.3
GHRLOS	3p25.3
GHSR	3q26.31
GID4	17p11.2
GID8	20q13.33
GIGYF1	7q22.1
GIGYF2	2q37.1
GIHCG	12q14.1
GIMAP1	7q36.1
GIMAP1-GIMAP5	7q36.1
GIMAP2	7q36.1
GIMAP3P	7q36.1
GIMAP4	7q36.1
GIMAP5	7q36.1
GIMAP6	7q36.1
GIMAP7	7q36.1
GIMAP8	7q36.1
GIMD1	4q24
GIN1	5q21.1
GINGF	2p21
GINGF2	5q13-q22
GINGF3	2p23.3-p22.3
GINGF4	11p15
GINM1	6q25.1
GINS1	20p11.21
GINS2	16q24.1
GINS3	16q21
GINS4	8p11.21
GIP	17q21.32
GIPC1	19p13.12
GIPC2	1p31.1
GIPC3	19p13.3
GIPR	19q13.32
GIT1	17q11.2
GIT2	12q24.11
GJA1	6q22.31
GJA1P1	5q21.3
GJA2	reserved
GJA3	13q12.11
GJA4	1p34.3
GJA5	1q21.2
GJA6P	Xp22.13
GJA8	1q21.2
GJA9	1p34.3
GJA10	6q15
GJA11	
GJAL	6q16-q22
GJB1	Xq13.1
GJB2	13q12.11
GJB3	1p34.3
GJB4	1p34.3
GJB5	1p34.3
GJB6	13q12.11
GJB7	6q14.3-q15
GJC1	17q21.31
GJC2	1q42.13
GJC3	7q22.1
GJD2	15q14
GJD3	17q21.2
GJD4	10p11.21
GJE1	6q24.1
GK	Xp21.2
GK-AS1	Xp21.2
GK-IT1	Xp21.2
GK2	4q21.21
GK3P	4q32.3
GK4P	Xq22.1
GK5	3q23
GK6P	4q26
GK7P	1q41
GKAP1	9q21.32
GKN1	2p13.3
GKN2	2p13.3
GKN3P	2p13.3
GKP4	reserved
GKP5	
GLA	Xq22.1
GLAT	2p22-p11
GLB1	3p22.3
GLB1L	2q35
GLB1L2	11q25
GLB1L3	11q25
GLBA	
GLC#	
GLC1A	
GLC1B	2cen-q13
GLC1C	3q21-q24
GLC1D	8q23
GLC1E	10p15-p14
GLC1F	7q35-q36
GLC1G	5q22
GLC1H	2p16.3-p15
GLC1I	15q11-q13
GLC1J	9q22
GLC1K	20p12
GLC1L	3p22-p21
GLC1M	5q
GLC1N	15q22-q24
GLC1P	12q14
GLC1Q	4q35.1-q35.2
GLC2A	reserved
GLC3A	
GLC3B	1p36
GLC3C	14q24.3-q31.1
GLCCI1	7p21.3
GLCCI1-DT	7p21.3
GLCE	15q23
GLCL	
GLCLC	
GLCLR	
GLDC	9p24.1
GLDCP1	4q12
GLDN	15q21.2
GLE1	9q34.11
GLG1	16q23.1
GLI1	12q13.3
GLI2	2q14.2
GLI3	7p14.1
GLI4	8q24.3
GLIDR	9p12
GLIF	
GLIPR1	12q21.2
GLIPR1L1	12q21.2
GLIPR1L2	12q21.2
GLIPR2	9p13.3
GLIS1	1p32.3
GLIS2	16p13.3
GLIS2-AS1	16p13.3
GLIS3	9p24.2
GLIS3-AS1	9p24.2
GLMN	1p22.1
GLMP	1q22
GLNS	
GLO1	6p21.2
GLOD4	17p13.3
GLOD5	Xp11.23
GLP1R	6p21.2
GLP2R	17p13.1
GLRA1	5q33.1
GLRA2	Xp22.2
GLRA3	4q34.1
GLRA4	Xq22.2
GLRB	4q32.1
GLRX	5q15
GLRX2	1q31.2
GLRX3	10q26.3
GLRX3P1	9p21.3
GLRX3P2	6p25.2
GLRX5	14q32.13
GLRX5P1	Xq24
GLRX5P2	1q23.3
GLRX5P3	14q21.1
GLRXP1	20q11.23
GLRXP2	14q32.11
GLRXP3	5q34
GLS	2q32.2
GLS2	12q13.3
GLT1D1	12q24.33
GLT6D1	9q34.3
GLT8D1	3p21.1
GLT8D2	12q23.3
GLTP	12q24.11
GLTPD2	17p13.2
GLTPP1	11p15.1
GLUC	
GLUD1	10q23.2
GLUD1P2	10q11.22
GLUD1P3	10q22.2
GLUD1P4	18q21.32
GLUD1P5	10p11.2
GLUD1P6	10q11.22 not on reference assembly
GLUD1P7	10q11.22
GLUD1P8	10q11.22
GLUD1P9	Xq23
GLUD2	Xq24
GLUL	1q25.3
GLULP1	5q33.1
GLULP2	11p15.4
GLULP3	11q24.1
GLULP4	9p13.3
GLULP5	12q24.21
GLULP6	2q32.3
GLUR1	
GLUR2	
GLUR3	
GLUR4	
GLUR5	
GLUR6	
GLUR7	
GLUT1	
GLUT2	
GLUT3	
GLUT3P1	
GLUT4	
GLUT5	
GLUT6	
GLVR1	
GLVR2	
GLXR	
GLYAT	11q12.1
GLYATL1	11q12.1
GLYATL1B	11q12.1
GLYATL1P1	11q12.1
GLYATL1P2	11q12.1
GLYATL1P4	11q12.1
GLYATL2	11q12.1
GLYATL3	6p12.3
GLYB	8q21.1-qter
GLYCAM1	12q13.2
GLYCTK	3p21.2
GLYCTK-AS1	3p21.1
GLYD	reserved
GLYR1	16p13.3
GLYS1	6p21.3
GLYT2L	
GM2A	5q33.1
GM2AP1	3q24
GM2AP2	1q24.3
GMCL1	2p13.3
GMCL1P2	2q12.3
GMCL2	5q35.3
GMDS	6p25.3
GMDS-DT	6p25.3-p25.2
GMEB1	1p35.3
GMEB2	20q13.33
GMFA	reserved
GMFB	14q22.2
GMFBP1	3q12.2
GMFG	19q13.2
GMIP	19p13.11
GML	8q24.3
GMNC	3q28
GMNN	6p22.3
GMPPA	2q35
GMPPB	3p21.31
GMPR	6p22.3
GMPR2	14q12
GMPS	3q25.31
GMPSP1	4p16.1
GNA11	19p13.3
GNA12	7p22.3-p22.2
GNA13	17q24.1
GNA13P1	2p12
GNA14	9q21.2
GNA14-AS1	9q21.2
GNA15	19p13.3
GNAI1	7q21.11
GNAI2	3p21.31
GNAI2P1	12p13.1
GNAI2P2	10q22.3
GNAI3	1p13.3
GNAL	18p11.21
GNAO1	16q13
GNAQ	9q21.2
GNAQP1	2q21.1
GNAS	20q13.32
GNAS-AS1	20q13.32
GNAT1	3p21.31
GNAT2	1p13.3
GNAT3	7q21.11
GNAZ	22q11.22-q11.23
GNB1	1p36.33
GNB1L	22q11.21
GNB2	7q22.1
GNB3	12p13.31
GNB4	3q26.33
GNB5	15q21.2
GNE	9p13.3
GNG2	14q22.1
GNG3	11q12.3
GNG3LG	11q12-q13.5
GNG4	1q42.3
GNG5	1p22.3
GNG5P1	6q27
GNG5P2	Xq23
GNG5P3	11q23.1
GNG5P4	2p13.1
GNG5P5	13q14.2
GNG7	19p13.3
GNG8	19q13.32
GNG10	9q31.3
GNG10P1	10q26.2
GNG11	7q21.3
GNG12	1p31.3
GNG12-AS1	1p31.3
GNG13	16p13.3
GNG14	19p13.13
GNGT1	7q21.3
GNGT2	17q21.32
GNL1	6p21.33
GNL2	1p34.3
GNL2P1	7p12.2
GNL3	3p21.1
GNL3L	Xp11.22
GNL3LP1	5q12.1
GNLY	2p11.2
GNMT	6p21.1
GNPAT	1q42.2
GNPATP	16q21
GNPDA1	5q31.3
GNPDA2	4p12
GNPNAT1	14q22.1
GNPTA	12p
GNPTAB	12q23.2
GNPTG	16p13.3
GNRH1	8p21.2
GNRH2	20p13
GNRHR	4q13.2
GNRHR2	1q21.1
GNRHR2P1	14q23.1
GNS	12q14.3
GNT1	
GOLGA1	9q33.3
GOLGA2	9q34.11
GOLGA2P1	8q21.3
GOLGA2P2Y	Yq11.23
GOLGA2P3Y	Yq11.23
GOLGA2P4	22q13.2
GOLGA2P5	12q23.1
GOLGA2P6	10p11.23
GOLGA2P7	15q25.2
GOLGA2P8	15q26.1
GOLGA2P9	19p12
GOLGA2P10	15q25.2
GOLGA2P11	15q22.2
GOLGA3	12q24.33
GOLGA4	3p22.2
GOLGA4P1	14q32.33
GOLGA4P2	14q32.33
GOLGA4P3	14q32.33
GOLGA5	14q32.12
GOLGA5P1	5p13.1
GOLGA6A	15q24.1
GOLGA6B	15q24.1
GOLGA6C	15q24.2
GOLGA6D	15q24.2
GOLGA6L1	15q11.2
GOLGA6L2	15q11.2
GOLGA6L3	15q25.3
GOLGA6L4	15q25.2
GOLGA6L5P	15q25.2
GOLGA6L6	15q11.2
GOLGA6L7	15q13.1
GOLGA6L9	15q25.2
GOLGA6L10	15q25.2
GOLGA6L11P	Yq11.23
GOLGA6L12P	Yq11.223
GOLGA6L13P	Yq11.223
GOLGA6L14P	Yq11.223
GOLGA6L15P	Yq11.23
GOLGA6L16P	Yq11.23
GOLGA6L17P	15q25.2
GOLGA6L18	15q25.2
GOLGA6L19	15q25.2 alternate reference locus
GOLGA6L20	15q25.2
GOLGA6L21P	15q25.2
GOLGA6L22	15q11.2
GOLGA7	8p11.21
GOLGA7B	10q24.2
GOLGA8A	15q14
GOLGA8B	15q14
GOLGA8CP	15q11.2
GOLGA8DP	15q11.2
GOLGA8EP	15q11.2
GOLGA8F	15q13.1
GOLGA8G	15q13.1
GOLGA8H	15q13.2
GOLGA8IP	15q11.2
GOLGA8J	15q13.2
GOLGA8K	15q13.3
GOLGA8M	15q13.1
GOLGA8N	15q13.3
GOLGA8O	15q13.3
GOLGA8Q	15q13.2
GOLGA8R	15q13.2
GOLGA8S	15q11.2
GOLGA8T	15q13.2
GOLGA8UP	15q13.2
GOLGA8VP	15q26.3
GOLGB1	3q13.33
GOLIM4	3q26.2
GOLM1	9q21.33
GOLM2	15q15.3
GOLPH3	5p13.3
GOLPH3L	1q21.3
GOLT1A	1q32.1
GOLT1B	12p12.1
GON4L	1q22
GON7	14q32.12
GOPC	6q22.1
GORAB	1q24.2
GORAB-AS1	1q24.2
GORASP1	3p22.2
GORASP2	2q31.1
GOSR1	17q11.2
GOSR2	17q21.32
GOT1	10q24.2
GOT1L1	8p11.23
GOT2	16q21
GOT2P1	1p32.3
GOT2P2	1q25.1
GOT2P3	12p13.31
GOT2P4	12p12.3
GOT2P5	Yp11.2
GOT2P6	Xp11.21
GOT2P7	Xp22.2
GOV	19p13.2
GOX1	
GP1BA	17p13.2
GP1BB	22q11.21
GP2	16p12.3
GP2B	
GP5	3q29
GP6	19q13.42
GP9	3q21.3
GPA33	1q24.1
GPAA1	8q24.3
GPAA1P1	2q13
GPAA1P2	2q13
GPALPP1	13q14.12
GPAM	10q25.2
GPANK1	6p21.33
GPAT2	2q11.2
GPAT2P1	2q11.1
GPAT2P2	2q11.2
GPAT3	4q21.23
GPAT4	8p11.21
GPATCH1	19q13.11
GPATCH2	1q41
GPATCH2L	14q24.3
GPATCH3	1p36.11
GPATCH4	1q22-q23.1
GPATCH8	17q21.31
GPATCH11	2p22.2
GPB	8q
GPBAR1	2q35
GPBP1	5q11.2
GPBP1L1	1p34.1
GPC1	2q37.3
GPC2	7q22.1
GPC3	Xq26.2
GPC3-AS1	Xq26.2
GPC4	Xq26.2
GPC5	13q31.3
GPC5-AS1	13q31.3
GPC5-AS2	13q31.3
GPC5-IT1	13q31.3
GPC6	13q31.3-q32.1
GPC6-AS1	13q31.3
GPC6-AS2	13q31.3
GPCPD1	20p12.3
GPD1	12q13.12
GPD1L	3p22.3
GPD2	2q24.1
GPDS1	7q35-q36
GPER1	7p22.3
GPHA2	11q13.1
GPHB5	14q23.2
GPHN	14q23.3
GPI	19q13.11
GPIHBP1	8q24.3
GPKOW	Xp11.23
GPLD1	6p22.3
GPM6A	4q34.2
GPM6B	Xp22.2
GPM6BP1	Yq11.222
GPM6BP2	Yq11.222
GPM6BP3	22q11.1
GPN1	2p23.3
GPN2	1p36.11
GPN3	12q24.11
